Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Value new (USD),Value used (USD),Launch date,Exit date
9462-1,Monster Fighters,,2012,The Mummy,2,90,8.99,11.99,14.99,,5.70201E+12,6.73419E+11,19.1,14.1,4.6,0.12,30.93,13.48,1/6/2012,31/12/2012
60106-1,City,Fire,2016,Fire Starter Set,4,90,8.99,9.99,12.99,9.99,5.70202E+12,6.73419E+11,15.6972,14.097,4.4958,0.1360776,14.74,2.24,,
40077-1,Promotional,Toys R Us,2013,Geoffrey,,90,4.99,,,,5.70202E+12,6.73419E+11,,,,,8.05,5.38,,
10735-1,Juniors,City,2017,Police Truck Chase,2,90,14.99,19.99,24.99,19.99,5.70202E+12,6.73419E+11,26.2128,19.1008,4.5974,0.285763,22.5,11.26,,
8952-1,Bionicle,Warriors,2008,Mutran and Vican,,90,9.79,14.99,,,5.70201E+12,6.73419E+11,19.2,28.8,7.2,,217.99,62.93,1/1/2008,31/12/2008
BAG3-1,Bulk Bricks,,2006,1x1 Stud Medium Grey,,90,,2.99,,,,,,,,,,,,
BAG2-1,Bulk Bricks,,2006,1x1 Stud Light Grey,,90,,2.99,,,,,,,,,,,,
4039-1,Explore,Imagination,2003,LEGO EXPLORE Exclusive,,90,,,,,,,,,,,,,,
6896-1,Space,M-Tron,1990,Celestial Forager,1,90,,10.95,,,,42884068967,,,,,271.57,37.55,,
6669-1,Town,Vehicles,1991,Diesel Daredevil,1,90,,8.75,,,5.70201E+12,42884066697,,,,,103.49,9.56,,
6433-1,Town,City,1999,Coast Watch,3,90,,30,,,,,28.8,24,6,,35,20.35,1/1/1999,31/12/2000
5351-1,Duplo,,2004,Duplo Bucket,,90,14.99,,,,,,,,,,,,,
4088-1,Explore,Imagination,2002,Clown Bucket,,90,9.99,,,,,,,,,,,,,
70400-1,Castle,,2013,Forest Ambush,4,90,7.99,11.99,14.99,,5.70201E+12,6.73419E+11,14.097,12.192,4.5974,0.1,30.63,26.46,1/8/2013,31/12/2014
3336-1,Duplo,,2000,Half-Tub Green,,90,,,,,,,,,,,,,,
75162-1,Star Wars,Microfighters,2017,Y-wing Microfighter,1,90,8.99,9.99,12.99,9.99,,6.73419E+11,14.097,12.192,4.5974,0.08618248,16.67,11.13,1/1/2017,31/12/2017
802-3,Samsonite,Model Maker,1964,Player Piano,,90,,0.98,,,,,17,27.5,5,,,,,
1816-1,Duplo,,1993,20th Anniversary Jackpot Bucket,3,90,,,,,,,,,,,,,,
40377-1,BrickHeadz,Disney,2020,Donald Duck,,90,9.99,9.99,12.99,9.99,5.70202E+12,,9.1,12.2,7.8,,11.92,10.22,1/2/2020,31/12/2023
30408-1,Friends,Miscellaneous,2019,Tulips,,90,,,,,5.70202E+12,,17,19.5,1.3,,5.62,5.25,1/1/2019,31/12/2019
60220-1,City,Traffic,2019,Garbage Truck,2,90,14.99,19.99,24.99,19.99,5.70202E+12,6.73419E+11,26,19,6,0.312,16.54,7.3,,
1781-1,Duplo,,1997,Dinosaur Babies,,90,,,,,,,,,,,,,,
4085-2,Duplo,,2005,50th Anniversary Bucket,,90,14.99,,,,,6.73419E+11,,,,,,,,
7595-1,Toy Story,Original Film,2010,Army Men on Patrol,4,90,9.99,10.99,14.99,,5.70201E+12,6.73419E+11,19.1,14.1,6.1,0.12,47.29,22.67,1/1/2010,31/05/2011
4085-1,Explore,Imagination,2002,Brick Bucket Large,,90,14.99,10,,,,,,,,,,,,
76029-1,Marvel Super Heroes,Avengers: Age of Ultron,2015,Iron Man vs. Ultron,4,90,11.99,12.99,15.99,14.99,5.70202E+12,6.73419E+11,15.6972,14.097,4.4958,0.12712,29.67,18.48,1/3/2015,31/12/2016
7624-1,Indiana Jones,Kingdom of the Crystal Skull,2008,Jungle Duel,3,90,8.79,9.99,,,5.70201E+12,6.73419E+11,24,14.4,4.8,0.12,75.06,28.28,1/5/2008,31/07/2009
BAG5-1,Bulk Bricks,,2006,1x1 Stud Black,,90,,,,,,,,,,,,,,
BAG4-1,Bulk Bricks,,2006,1x1 Stud Dark Grey,,90,,2.99,,,,,,,,,,,,
3325-1,Explore,Logic,2002,Intelligent Train Deluxe Set,4,90,89.99,100,,,,,,,,,155.48,107.33,,
7821-1,Trains,4.5/12V,1983,Track & Lighting Maintenance Wagon,2,90,,,,,,,,,,,156.52,32.7,,
60091-1,City,Deep Sea Explorers,2015,Deep Sea Starter Set,3,90,8.99,9.99,12.99,9.99,5.70202E+12,6.73419E+11,15.6972,14.097,4.4958,0.1362,30,7.23,1/6/2015,31/12/2016
60394-1,City,Park,2023,ATV and Otter Habitat,1,90,8.99,9.99,13.99,9.99,5.70202E+12,,15.7,14.1,4.5,0.145,16.01,,1/1/2023,31/12/2023
4180-1,Explore,Imagination,2002,Animals,,90,,,,,,,,,,,,,,
1844-1,Duplo,,1995,Large Green Bucket,3,90,,,,,,,,,,,,,,
291-1,Homemaker,,1973,Blackboard and School Desk,,90,0.75,,,,,,,,,,99,14.86,,
4735-1,Harry Potter,Chamber of Secrets,2002,Slytherin,3,90,8.99,10,,,5.70201E+12,6.73419E+11,19.2,14.4,4.8,,50.64,21.44,20/09/2002,31/12/2003
1797-1,Duplo,,1996,Bonus Bucket,,90,,20,,,,,,,,,,,,
276-1,Homemaker,,1977,Nurse and Child,,90,,,,,,,,,,,51.61,7.15,,
4950-1,Rock Raiders,,1999,The Loader-Dozer,1,90,,20,,,5.70201E+12,,24,19.2,7.2,,200,37.59,1/6/1999,31/12/2000
7510-1,Clikits,,2003,Trendy Tote Hot Pink,,89,12.99,15,,,,,,,,,,,,
1499-1,Space,Classic,1987,Twin Starfire,2,89,,,,,,,,,,,,68.76,,
20015-1,Creator,Promotional,2010,Crocodile,,89,,,,,,6.73419E+11,,,,,19.99,4.15,,
7179-1,HERO Factory,Rise of the Rookies,2010,Bulk and Vapour,,89,19.99,24.99,34.99,,5.70201E+12,,28.2,26.2,6.4,,126.45,54.58,1/8/2010,31/12/2010
43110-1,Vidiyo,BeatBox,2021,Folk Fairy BeatBox,1,89,17.99,19.99,24.99,19.99,5.70202E+12,,12,12,12,,10.41,,1/6/2021,31/12/2021
60285-1,City,Great Vehicles,2021,Sports Car,1,89,8.99,9.99,13.99,9.99,5.70202E+12,,15.7,14.1,6.1,0.164,9.67,7.73,1/1/2021,31/12/2021
70787-1,Bionicle,Toa Masters,2015,Tahu - Master of Fire,,89,14.99,19.99,24.99,19.99,5.70202E+12,6.73419E+11,19.1008,25.2984,4.5974,0.26,66.85,29.69,1/1/2015,31/12/2015
271-3,Samsonite,Model Maker,1970,Mini-House with Vehicles,,89,,,,,,,,,,,,,,
71300-1,Bionicle,Elemental Creatures,2016,Uxar - Creature of Jungle,,89,6.99,9.99,12.99,9.99,,6.73419E+11,13.9954,18.796,5.207,0.14528,42.17,23.87,1/1/2016,31/12/2016
60249-1,City,Great Vehicles,2020,Street Sweeper,1,89,8.99,9.99,13.99,9.99,5.70202E+12,6.73419E+11,15.6,14,6,0.143,10.44,7.01,1/1/2020,31/12/2021
6858-1,DC Comics Super Heroes,Batman,2012,Catwoman Catcycle City Chase,2,89,11.99,12.99,15.99,,5.70201E+12,6.73419E+11,19.1,14.1,4.6,0.11,20.46,11.53,1/1/2012,31/07/2013
850423-1,Miscellaneous,,2012,Minifigure Presentation Boxes,1,89,9.99,9.99,11.99,,,6.73419E+11,,,,,,,,
710-1,LEGOLAND,,1973,Wrecker with Car,,89,,,,,,,,,,,,28,,
8290-1,Technic,,2008,Mini Forklift,,89,4.89,7.99,,,5.70201E+12,6.73419E+11,14.4,14.4,6,0.15,25.1,4.93,,
41086-1,Friends,Vet,2015,Vet Ambulance,1,89,9.99,9.99,12.99,9.99,5.70202E+12,6.73419E+11,15.6972,14.097,4.4958,0.12,6.5,4.98,1/1/2015,31/12/2015
45015-1,Education,Duplo,2014,Tech Machines,6,89,,,,,5.70202E+12,6.73419E+11,48,37.8,11.2,,138,,1/8/2014,31/12/2016
9617-1,Dacta,,1997,Introducing Air Power ,,89,,,,,,,,,,,,35.6,,
60144-1,City,Racing,2017,Race Plane,1,89,7.99,9.99,12.99,9.99,5.70202E+12,6.73419E+11,15.6972,14.097,6.096,0.1769009,12.49,7.56,,
6230-1,HERO Factory,Breakout,2012,STORMER XL,,89,24.99,34.99,44.99,,5.70201E+12,6.73419E+11,26.2,28.2,4.6,0.37,76.74,26.31,1/8/2012,31/07/2013
8251-1,Technic,,1999,Sonic Cycle,,89,,8,,,5.70201E+12,,14.4,14.4,4.8,,19.99,8.36,1/1/1999,31/12/2000
195-1,Building Set with People,,1975,Airplane,,89,,,,,,,,,,,47.99,16.16,,
40165-1,Miscellaneous,,2016,Minifigure Wedding Favour Set,2,89,6.99,9.99,11.99,7.99,,6.73419E+11,14.1,12.2,6.1,,22.57,13.25,1/3/2016,31/12/2017
1040-1,Dacta,,1991,Farm,4,89,,,,,,,,,,,,54.02,,
41488-1,BrickHeadz,The LEGO Ninjago Movie,2017,Master Wu,,89,9.99,9.99,12.99,9.99,5.70202E+12,6.73419E+11,9.1,12.2,7.8,,28.75,15.44,1/10/2017,31/12/2017
76089-1,Marvel Super Heroes,Mighty Micros,2018,Mighty Micros: Scarlet Spider vs. Sandman,2,89,8.99,9.99,12.99,9.99,5.70202E+12,6.73419E+11,12.2,14.1,4.6,,12.79,9,1/1/2018,31/12/2018
44019-1,HERO Factory,Invasion From Below,2014,ROCKA Stealth Machine,2,89,12.99,14.99,17.99,,5.70202E+12,6.73419E+11,19.5072,27.9908,7.493,0.1,29.09,25.36,1/1/2014,31/12/2014
75523-1,Star Wars,Buildable Figures,2017,Scarif Stormtrooper,,89,19.99,24.99,29.99,24.99,,6.73419E+11,14.097,26.2128,6.096,0.2585474,29.35,19.88,1/1/2017,31/12/2017
805-2,Samsonite,Model Maker,1964,3 Little Indians,,89,,0.98,,,,,17,27.5,5,,,,,
43214-1,Disney,Tangled,2023,Twirling Rapunzel,1,89,8.99,9.99,13.99,9.99,,,12.2,14.1,4.6,,7.9,,1/1/2023,31/12/2024
4596-1,Racers,Drome Racers,2002,Storming Cobra,1,89,14.99,9.99,,,,,28.8,19.2,7.2,,32.12,23.54,1/3/2002,31/12/2002
2269-1,Duplo,,1998,Build a Zoo,1,89,,,,,,,,,,,,,,
533-1,Basic,,1984,"Basic Building Set, 5+",,89,,,,,,,,,,,15,11.05,,
8355-1,Racers,Drome Racers,2003,H.O.T. Blaster Bike,,88,7.99,10,,,5.70201E+12,,24,14.4,7.2,,19.58,6.4,1/1/2003,31/12/2004
70365-1,Nexo Knights,Battle Suits,2017,Battle Suit Axl,1,88,7.99,9.99,12.99,9.99,,6.73419E+11,18.4912,20.3962,5.4102,0.1406135,29.1,9.51,1/1/2017,31/12/2017
SAMSONITE-12,Samsonite,Basic set,1973,88 Piece Set,,88,,,,,,,,,,,,,,
75161-1,Star Wars,MicroFighters,2017,TIE Striker Microfighter,1,88,8.99,9.99,12.99,9.99,5.70202E+12,6.73419E+11,14.097,12.192,4.5974,0.09979024,11.21,8.91,1/1/2017,31/07/2018
44017-1,HERO Factory,Invasion From Below,2014,STORMER Freeze Machine,3,88,12.99,14.99,17.99,,5.70202E+12,6.73419E+11,19.5072,27.9908,7.493,0.14,65,16.83,1/1/2014,31/12/2014
75075-1,Star Wars,Microfighters,2015,AT-AT Microfighter,1,88,8.99,9.99,12.99,9.99,5.70202E+12,6.73419E+11,14.097,12.192,4.5974,0.0908,15.03,7.66,1/1/2015,31/12/2016
10656-1,Bricks and More,,2013,My First LEGO Princess,1,88,6.99,9.99,12.99,,5.70201E+12,6.73419E+11,15.7,14.1,6.1,0.15,11,8.76,,
3438-1,Town,Special,1999,McDonalds Restaurant,2,88,,10,,,,,19.2,14.4,4.8,,221.12,85.06,20/08/1999,30/04/2000
6686-1,Town,Construction,1984,Backhoe,1,88,,,,,,,,,,,261.72,16.18,,
70160-1,Ultra Agents,,2014,Riverside Raid,2,88,9.99,11.99,15.99,9.99,5.70202E+12,6.73419E+11,15.6972,14.097,4.4958,0.11,10.67,7.17,1/6/2014,31/07/2015
60280-1,City,Fire,2021,Fire Ladder Truck,2,88,17.99,29.99,39.99,19.99,5.70202E+12,,26.2,19.1,6.1,0.311,16.37,,1/1/2021,31/12/2022
4150-1,Freestyle,,1995,Building Set 5+,1,88,,3.5,,,,,,,,,8.24,4.4,,
7732-1,City,Airport,2008,Air Mail,1,88,7.79,14.99,,,5.70201E+12,,24,14.4,4.8,,41.2,10.47,1/1/2008,31/12/2009
40052-1,Seasonal,Spring,2013,Springtime Scene,2,88,6.99,7.99,9.99,,,6.73419E+11,,,,,14.68,7.42,,
24-1,Minitalia,,1971,Train,,88,,,,,,,,,,,,,,
3537-1,Sports,Gravity Games,2003,Skateboard Vert Park Challenge,2,88,14.99,20,,,,6.73419E+11,28.8,19.2,7.2,,39.94,31.99,1/8/2003,31/12/2004
5934-1,Adventurers,Dino Island,2000,Dino Explorer,2,88,,14.99,,,,42884059347,24,14.4,6,,66,19.14,1/7/2000,31/12/2001
PAB3-1,Promotional,LEGO brand stores,2012,Royal Guard (Limited Edition PAB Model),,88,6,,,,,,,,,,,,,
4610-1,Jack Stone,,2001,Aqua Res-Q Super Station,4,88,39.99,50,,,,,,,,,27.3,22.86,,
LIFECEREAL-1,Samsonite,Model Maker,1969,Life Cereal Puppet Set,,88,,1,,,,,,,,,,,,
8369-1,Racers,Outdoor RC,2004,Dirt Crusher RC,,88,89.99,140,,,5.70201E+12,6.73419E+11,57.6,38.4,13,,69.52,95.66,1/8/2004,31/07/2006
8523-1,Technic,Slizer,2000,Blaster,,88,,15,,,,,24,14.4,4.8,,40.99,20.41,1/1/2000,31/12/2000
3846-1,Games,,2010,UFO Attack,1,88,7.99,,,,5.70201E+12,,14.4,20,6.7,,,12.84,1/3/2010,31/12/2011
8369-2,Racers,Outdoor RC,2006,Dirt Crusher RC,,88,89.99,40,,,,6.73419E+11,57.6,38.4,13,3.38,,176.97,,
8631-1,Agents,,2008,Jetpack Pursuit,2,88,8.79,9.99,,,,6.73419E+11,19.2,19.2,4.8,0.17,33.19,9.33,1/6/2008,31/12/2009
6317941-1,Promotional,LEGO brand stores,2020,Drum,,88,,,,,,,,,,,11.47,,,
850445-1,Ninjago,Promotional,2012,Ninjago Character Card Shrine,1,88,12.99,14.99,16.99,,,6.73419E+11,,,,0.17,30.64,13.31,,
GARDENCITY-1,Promotional,LEGO brand store opening set,2010,{Spirit of St Louis},,88,,,,,,,,,,,,19.95,,
60171-1,City,Mountain Police,2018,Mountain Fugitives,4,88,9.99,9.99,12.99,9.99,5.70202E+12,,15.6,14,4.3,,9.8,4.85,1/1/2018,31/12/2018
10774-1,Disney,Mickey and Friends,2021,Mickey Mouse & Minnie Mouse's Space Rocket,2,88,17.99,19.99,24.99,19.99,5.70202E+12,6.73419E+11,16,14,6,0.336,14.9,15.03,1/6/2021,31/12/2022
75132-1,Star Wars,The Force Awakens,2016,First Order Battle Pack,4,88,11.99,12.99,15.99,16.99,,6.73419E+11,19.1008,14.097,4.5974,0.1179339,17.12,12.95,1/1/2016,31/12/2017
60157-1,City,Jungle,2017,Jungle Starter Set,3,88,8.99,9.99,12.99,9.99,5.70202E+12,6.73419E+11,15.6972,14.097,6.096,0.07711064,12.85,6.43,1/6/2017,31/12/2018
79118-1,Teenage Mutant Ninja Turtles,TV Series,2014,Karai Bike Escape,2,88,11.99,12.99,15.99,,5.70202E+12,6.73419E+11,15.6972,14.097,6.096,0.1,26.76,11.95,1/4/2014,31/12/2014
7031-1,World City,Police and Rescue,2003,Helicopter,1,88,7.99,10,,,5.70201E+12,6.73419E+11,19.2,14.4,6,,19,5,1/6/2003,31/12/2004
2332-1,Duplo,,2000,DUPLO Bucket (XL) - Elephants,2,88,,,,,,,,,,,,,,
114-2,Trains,4.5V,1966,Small Train Set,,88,,,,,,,,,,,,29.29,,
76063-1,DC Comics Super Heroes,Mighty Micros,2016,Mighty Micros: The Flash vs. Captain Cold,2,88,8.99,9.99,12.99,9.99,5.70202E+12,6.73419E+11,12.192,14.097,4.5974,0.08626,19,8.56,1/3/2016,31/12/2016
60219-1,City,Construction,2019,Construction Loader,1,88,9.99,9.99,13.99,9.99,5.70202E+12,6.73419E+11,15.6,14,6,0.156,9.57,6.25,,
2253-1,Duplo,,1999,Big Tubular Playtime,2,88,,,,,,,,,,,,,,
9094-1,Racers,,2012,Star Striker,1,88,7.99,9.99,12.99,,5.70201E+12,6.73419E+11,19.1,14.1,7.06,0.19,17.22,4.25,,
4166-1,Mickey Mouse,,2000,Mickey's Car Garage,1,88,,20,,,,,,,,,89,37.63,,
4488-1,Star Wars,Mini Building Set,2003,Millennium Falcon,,87,6.99,7,,,,6.73419E+11,14.4,14.4,4.4,,38.02,13.41,1/6/2003,1/6/2004
879-1,Technic,Supplementary,1979,Gear Wheels with Chain Links,,87,,,,,,,,,,,162.69,22.57,,
5840-1,Belville,,1995,Garden Playmates,1,87,,19.75,,,,,,,,,28.05,13.77,,
3932-1,Friends,Music,2012,Andrea's Stage,1,87,9.99,9.99,12.99,,,6.73419E+11,19.1,14.1,4.6,0.13,17.97,5.4,1/1/2012,31/12/2012
LUKE-1,Star Wars,Promotional,2019,Luke Skywalker,,87,,,,,,,,,,,,,,
806-2,Samsonite,Model Maker,1964,Cowboy & Pony,,87,,0.98,,,,,17,27.5,5,,,,,
9215-1,Education,Duplo,2008,Dolls Family Set,7,87,,105,,,5.70201E+12,,,,,3.24,254.8,205.13,,
60279-1,City,Fire,2021,Fire Hazard Truck,1,87,8.99,9.99,13.99,9.99,5.70202E+12,,15.7,14.1,4.5,0.131,9.31,6.55,1/1/2021,31/12/2021
2000716-1,Education,FIRST LEGO League Challenge,2016,Animal Allies Replacement Pack,,87,,,,,,,,,,,16.99,,,
9093-1,Racers,,2012,Bone Cruncher,1,87,7.99,9.99,12.99,,5.70201E+12,6.73419E+11,19.1,14.1,7.06,0.18,28.25,5.93,,
9095-1,Racers,,2012,Nitro Predator,1,87,7.99,9.99,12.99,,5.70201E+12,6.73419E+11,19.1,14.1,7.06,0.18,11.69,2.83,,
60177-1,City,Air Show,2018,Airshow Jet,1,87,7.99,9.99,12.99,9.99,5.70202E+12,,15.7,13.9,6,,12.27,5.32,1/1/2018,31/12/2018
10595-1,Duplo,Sofia the First,2015,Sofia's Royal Castle,2,87,39.99,49.99,49.99,49.99,5.70202E+12,6.73419E+11,37.7952,35.4076,11.811,1.24396,99.63,37.32,1/1/2015,31/12/2016
75546-1,Minions: The Rise of Gru,,2021,Minions in Gru's Lab,2,87,17.99,19.99,24.99,19.99,5.70202E+12,6.73419E+11,26.2,19.1,4.6,0.27,15.57,13,26/04/2021,31/12/2022
1757-1,Duplo,,1994,Large Bulk Bucket,3,87,,,,,,,,,,,,,,
5480-1,Duplo,,2006,Duplo Town Building,2,87,14.99,,,,5.70201E+12,,,,,,,,,
7474-1,Dino Attack,,2005,Urban Avenger vs. Raptor,1,87,,10,,,,6.73419E+11,28.8,19.2,4.8,0.25,33.51,28.39,1/9/2005,31/12/2006
4492-1,Star Wars,Mini Building Set,2004,Star Destroyer,,87,6.99,7,,,5.70201E+12,6.73419E+11,14.4,14.4,4.4,,20.95,13.05,1/1/2004,31/12/2004
76830-1,Disney,Lightyear,2022,Zyclops Chase,2,87,17.99,19.99,24.99,19.99,5.70202E+12,,19.1,14.1,4.6,,16.84,,24/04/2022,31/12/2023
6317942-1,Promotional,LEGO Brand Stores,2020,Display Box,,87,,,,,,,,,,,,,,
8164-1,Racers,Power Racers,2009,Extreme Wheelie,,87,7.85,12.99,,,5.70201E+12,6.73419E+11,26.2,14.1,6.1,0.19,8,5,,
5846-1,Belville,,1998,Desert Island,2,87,,,,,,,,,,,75,32.95,,
6736-1,Island Xtreme Stunts,,2002,Beach Lookout,2,87,9.99,13,,,5.70201E+12,,19.2,19.2,6,,24.63,14.15,1/7/2002,31/12/2003
3731-1,Bulk Bricks,Seasonal,2000,Pumpkin Pack,,87,,9.99,,,,,,,,,28,19.99,,
41726-1,Friends,Great Outdoors,2023,Holiday Camping Trip,,87,19.99,19.99,24.99,24.99,,,20.5,19.1,6.1,,17.44,,1/1/2023,31/12/2023
30654-1,Star Wars,Episode VI,2023,X-wing Starfighter,,87,,4.99,,,,,17,19.5,1.5,,4.4,,1/1/2023,31/12/2023
71307-1,Bionicle,Toa Uniters,2016,Gali - Uniter of Water,,87,9.99,14.99,17.99,14.99,,6.73419E+11,18.0086,21.9964,5.4102,0.20884,91.84,35.73,1/1/2016,31/12/2016
41092-1,Friends,Heartlake City,2015,Stephanie's Pizzeria,1,87,9.99,9.99,12.99,9.99,5.70202E+12,6.73419E+11,15.6972,14.097,4.4958,0.12,14.03,5.28,1/1/2015,31/12/2015
75524-1,Star Wars,Buildable Figures,2017,Chirrut Îmwe,,87,19.99,24.99,29.99,24.99,5.70202E+12,6.73419E+11,14.097,26.2128,6.096,0.2494756,14.99,12.72,1/1/2017,31/12/2017
4959-1,Rock Raiders,,1999,The Loader-Dozer,,87,,20,,,,,,,,,,,,
133-1,Trains,4.5/12V,1975,Locomotive,,87,,,,,,,,,,,,68.43,,
75125-1,Star Wars,Microfighters,2016,Resistance X-wing Fighter Microfighter,1,87,8.99,9.99,12.99,9.99,,6.73419E+11,14.097,12.192,4.5974,0.09525432,15.26,7.25,1/1/2016,31/12/2017
70786-1,Bionicle,Toa Masters,2015,Gali - Master of Water,,87,12.99,14.99,17.99,14.99,5.70202E+12,6.73419E+11,17.7038,22.1996,4.4958,0.22,61.38,33.79,1/1/2015,31/12/2015
75332-1,Star Wars,Episode VI,2022,AT-ST,3,87,29.99,34.99,44.99,34.99,5.70202E+12,,20.5,19.1,6.1,,27.74,20.92,1/8/2022,31/12/2023
10762-1,Juniors,Disney Princess,2018,Belle's Story Time,4,87,12.99,14.99,18.99,16.99,5.70202E+12,6.73419E+11,19.1,14.1,6.1,,13.92,11.25,1/6/2018,31/12/2018
41327-1,Friends,Bedrooms,2018,Mia's Bedroom,1,86,8.99,9.99,12.99,9.99,5.70202E+12,6.73419E+11,15.7,14.1,6.1,,10.87,9.84,1/1/2018,31/12/2018
60390-1,City,Great Vehicles,2023,Park Tractor,,86,8.99,9.99,13.99,9.99,5.70202E+12,,15.7,14.1,6.1,0.156,9.15,,1/1/2023,31/12/2023
40017-1,Seasonal,Easter,2011,Easter Basket,,86,2.99,4.99,,,5.70201E+12,,,,,,14.59,9.81,,
381-1,LEGOLAND,Vehicle,1973,Lorry and Fork Lift Truck,,86,1.25,,,,,,,,,,,81.65,,
75117-1,Star Wars,Buildable Figures,2016,Kylo Ren,,86,19.99,24.99,29.99,24.99,5.70202E+12,6.73419E+11,14.097,26.2128,6.096,0.2540115,26.44,12.53,1/1/2016,31/07/2018
9122-1,Duplo,Toolo,1999,Vehicles,2,86,,69,,,,,,,,,,,,
5748-1,Duplo,,2011,LEGO® DUPLO® Creative Building Kit,,86,25.99,,,,,6.73419E+11,22.5,26.2,19.5,,,,1/1/2011,31/12/2012
192-1,Building Set with People,,1977,Policemen,,86,,,,,,,,,,,30,24.99,,
256-1,Building Set with People,,1976,Police Officers and Motorcycle,,86,,,,,,,,,,,81.99,13.57,,
70700-1,Space,Galaxy Squad,2013,Space Swarmer,2,86,7.99,11.99,14.99,,5.70201E+12,6.73419E+11,15.7,14.1,4.5,0.11,24.19,12.95,,
9092-1,Racers,,2012,Crazy Demon,1,86,7.99,9.99,12.99,,5.70201E+12,6.73419E+11,19.1,14.1,7.06,0.18,10,2.5,,
340-3,System,Building,1968,Railroad Control Tower,,86,,,,,,,12.7,12.7,4.445,,,37.92,,
8210-1,Technic,,1995,Nitro GTX bike,,86,,20,,,,,,,,,58.16,6.02,,
918-1,Space,Classic,1979,Space Transport,1,86,,,,,,,,,,,535.61,58.03,,
8832-1,Technic,,1988,Roadster,,86,,,,,,,,,,,,5.44,,
6876-1,Space,Blacktron,1988,Alienator,1,86,,,,,,,,,,,298.2,21.94,,
9440-1,Ninjago,Rise of the Snakes,2012,Venomari Shrine,1,86,5.99,6.99,9.99,,5.70201E+12,6.73419E+11,14.1,12.19,4.6,0.12,22,6.21,,
75263-1,Star Wars,Microfighters,2020,Resistance Y-wing Microfighter,1,86,8.99,9.99,13.99,9.74,5.70202E+12,6.73419E+11,14.1,12.2,4.6,0.09,13.11,7.91,1/1/2020,31/12/2020
5005358-1,Promotional,LEGO brand stores,2018,Minifigure Factory,1,86,,,,,,6.73419E+11,15.7,9.2,5.1,0.117,20.31,16.4,,
41309-1,Friends,Music,2017,Andrea's Musical Duet,1,86,8.99,9.99,12.99,9.99,,6.73419E+11,15.6972,14.097,4.4958,0.1270058,13.08,4.8,1/1/2017,31/12/2017
43109-1,Vidiyo,BeatBox,2021,Metal Dragon BeatBox,1,86,17.99,19.99,24.99,19.99,5.70202E+12,6.73419E+11,12,12,12,,11.96,,1/6/2021,31/12/2021
10-Jan,Samsonite,Model Maker,1971,Mini-Wheel Model Maker No. 1 (Kraft Velveeta),,86,,,,,,,14.2,5.6,10.3,,,,,
7040-1,Castle,Fantasy Era,2008,Dwarves' Mine Defender,3,86,6.85,9.99,,,5.70201E+12,6.73419E+11,24,14.4,4.8,0.16,40.13,23.9,1/3/2008,31/12/2009
7581-1,Belville,Fairytales,2007,Winter Royal Stables,2,86,29.99,49.99,,,5.70201E+12,,38.4,38.4,7.2,,72.69,37.35,1/3/2007,31/12/2007
8207-1,Technic,,1996,Dune Duster,,86,,8,,,,,14.4,14.4,4.8,,23.99,5.86,1/1/1996,31/12/1998
41385-1,Friends,Heart Box,2019,Emma's Summer Heart Box,1,86,7.99,7.99,9.99,7.99,5.70202E+12,,20,19,7,,6.08,3.64,1/6/2019,31/12/2019
76092-1,DC Comics Super Heroes,Mighty Micros,2018,Mighty Micros: Batman vs. Harley Quinn,2,86,8.99,9.99,12.99,9.99,5.70202E+12,6.73419E+11,12.2,14.1,4.6,,14.26,10,1/1/2018,31/12/2018
10804-1,Duplo,,2016,Jungle,2,86,44.99,49.99,64.99,59.99,5.70202E+12,6.73419E+11,35.4,37.8,11.8,,72.15,,1/1/2016,31/12/2017
76090-1,Marvel Super Heroes,Mighty Micros,2018,Mighty Micros: Star-Lord vs. Nebula,2,86,8.99,9.99,12.99,9.99,5.70202E+12,6.73419E+11,12.2,14.1,4.6,,9.81,7.59,1/1/2018,31/12/2018
1020-1,Dacta,,1986,Basic Bricks - 90 elements,,86,,,,,,,,,,,,,,
7414-1,Adventurers,Orient Expedition,2003,Elephant Caravan,3,86,14.99,20,,,5.70201E+12,,28.8,19.2,6,,135.94,69.98,1/1/2003,31/12/2004
134-1,Trains,4.5/12V,1975,Mobile Crane and Wagon,,86,2.4,,,,,,,,,,,47.79,,
2467-1,Duplo,,1999,DUPLO Bucket,1,86,,,,,,,,,,,,,,
1895-1,Town,Police,1992,Sky Patrol,2,85,,,,,,,,,,,86.44,27.58,,
60072-1,City,Construction,2015,Demolition Starter Set,4,85,8.99,9.99,12.99,9.99,5.70202E+12,6.73419E+11,15.6972,14.097,6.096,0.13166,14.08,6.55,1/1/2015,31/12/2016
41357-1,Friends,Heart Box,2019,Olivia's Heart Box,2,85,7.99,7.99,9.99,7.99,5.70202E+12,6.73419E+11,20,19,7,0.14,5.11,5,1/1/2019,31/07/2019
6385440-1,Dots,Promotional,2022,DOTS sampler,,85,,,,,,,,,,,,,,
10914-1,Duplo,,2020,Deluxe Brick Box,2,85,44.99,49.99,69.99,49.99,5.70202E+12,6.73419E+11,37,26.2,18,1.42,43.72,,1/1/2020,31/12/2025
